Request,Response
Ahubwoc bakwitand,"Kirezi, Tuh"
Nice to know you Kirezi,Hbu!?
Da True,Really
Yeah,Wht ar u doin rn
Am awake,Uryama kumankwac
Yiingo,Rekasee
Uziko nge byananiy mn,Hhmm shn ngeww niw mudeli kbsaa
Uge ugafera nyinee,Twe byaranz
Warumez bon ark tuh,"Haha, Ntaribii kbsa"
Wantayemoc ahubw,Vn konumva mfite taki ya dang
takii yiki se chou,Yoo
Ng bmz gtx,fresh ntrbii
Ng wanze kuryama ark,Hey
Eii,Amkr
"Ni meza, Wowe se",Ni flx tuh
hi nyihanganira kukubaza iki kibazo ese nibyo  yesu nuwambere mubuzima bwawe? nimba ariko biri reka ibyurimo nonaha wohereze ino message abantu ijana maze urebe ibyo yesu azakora ejo kuri wowe yesu aragukunda kandi nyizera nyuma yiminsi 7 ibyowifuza bizakugeraho ariko nibutabyemeye uzaba uwuriwe imyaka 47. mbabarira kubwo kwizera ubikore kuberako bikora,You are now connected on Messenger
You are now connected on Messenger,Hy
Hi,Umez ut
Nez,Urigukor ik
Kubr,Nacy
Ndi Gu chat,"Ok, Hello"
You are now connected on Messenger,hy amakr
Ni saw,k vac gt x?
Saw,Hy
Hi,Amakrx
Saw,Hi
Hy,Hi
Hy,Uri kucyi
Ntacy tu oex,Movies
Nge nazirangij,Hhhhh zose
Izo mfite,Hhhh
Uraseka,None
Oooh,Ndagufite
Ndashona tu,Hhhh
Henuriyete Salm,Vug pt
Bimez bite x,Saw Woec
flsh og,Hhh Kuva Ryari Uri Gengo
Kubera iki x,Ngo Fresh Og
Sibyo x,Yego Nakooooo
Hh warubuzeho tuh,Hoy Ahubw Woe
"Nge ndahari, Mba natwitse",Oyaa
Nukuri daah,Uzasubira ESB
Yego,Bonne Nuit
Aka kanya x,None
Okay  bon nuit,None
Okay,None
I need  It,Ntag aribyo
,Yeah
Knd Iriho,Nyine
Bakubwiyengo Nukoreshe Yeah,Yego
None Yeah Yo Siriho,Nyine
Wabyishe,"Iya, Oya"
Wabyishe,Gute xx
Nonese Woe Barakubwirango Nukoreshe Ijambo Woe Ukarikoresha,Irihe x
Yeah,Okay
Non,Iki x
Wemey,Wp
Ok,Bifate Ukubishak
Cyanee,Saw
Rike missed your video chat.,Kutajyenda
Hy,Hy
Hy,Yanshanz isaha irashiz
Hhh reka x,Wllh
Tujyane yo nyine,Indera
Yg,Dukatishe kbs
Twagiye,Ese nae nabyo uzi
Reka ntby nzi,
Wllh,Yamayinka
Hhh,"y mwn"""
Ni neza,Wllh uraryosh
Ubibony ute x,Ni well kba
Ok,hi
Hy,Amkrc
Ni meza,Bmz gtx k ub utvg
"Ni neza, Woex",Hhh
,Eii
Kiriyat,Kiri ukobien
Biracamo frsh,Yoo
Yolla,Amkrc
"Ni sawa, Woe x, Wagiy kwiga he x",Glad
Ni fresh ntrb,Shiaa biracyari dange niga George fox mhn
"Eeee, Wiga ibik c",Ni SOD
Noec wararwaye kowatashye,Iii Arik ntago bikaze cyanee
Urwaye ikic?,"a computer hhhh"""
Byabaye insazi natwe igin Code kiri serie,Nabonye wahise un posting
"Iturize Sha Ubu naje kur freshinger tu hhh, Yessir hhh, Amkr x",Biba bikenewe Kbs ark buretsek oe MCE ikomera kurusha SOD
Mba nashonnye,Ni frsh biracamo
Uzasubir skl ryaric,Si MCE c?
Yaya oe uri robot ndaq,Yae mhn 2days gusa
"Niyonyin Sha  , Ntakund reg ntay ndayishima pee hhh",Eeeh Ndumva oe bitoroshye
Cyaneee,"Iii gusa nyin urabyoroshy tu, Yessir"
Cyane ni ukubigira easy kbs,Noec Fawe byacagamo
"Sha biraho nabikaze tu, Boring gus tu",Ark nitwese mhn ntago turamenyera
Ntago Wiga Utah x,Niga naha nyine gusa aho niga Sindafatisha fresh
Ntabikaze bizaza hhh,Eeeh ni gake gake tuh
Morning,Mrng
Urajy skl ryar,Nyuma ya saa sita
Noeh nshobora kuza saa cyenda wagiye,Maybe
Ako noeh ntago uragenda,Nzagend ejo
Eeeh noeh turi kumw,Eee cyanee
Kbs Ubu ni ibi story,"Njye x konaz pfite!? , Wowe ahubw bwira"
Nge ndazifit nuk mbona uri gusubiza utinze,"Oya sintoger, Ngah ahubw bwira hhhh"
Ntrb,Noeh nabuz naho mera wallh
Yasubije   ku butumwa bwawe,Jya tsap
"None, Yasubije   ku butumwa bwawe , Yasubije   ku butumwa bwawe , Movie name plz",Nabonye ari ubufu
Ni Lucifer,Ahhhhh season
Eeh,Hii
Hii,Btx
Sawa,Gldd
,
Miss you,Hihihhh ko mudukumbuye kare x
Nuk tubakunda,Natwe turabakunda
Turakundan,Cyaneee
Warumz nezac chou,"eza kbx, Woe x"""
You are now connected on Messenger,Pt vp
Vp,Ni Thierry
Thierry waheh x,Skl
So T-bone,Iranzi Thierry x
Yego,"Eeee, Ndashon"
Ng bmz gtc,"ma boi, Woex shn"""
Ni flx kbs,Ex uzagrk skl
"Hhhu, Sinzi arik nshoboraa kutagaruk, Woex",Nzagrk mhn
Ase byab shit byagenz gute,Mhn bahamagaye mere ababwirako atazaboneka mita mbicika Utyo ark sinz buriy nimba byararangiy nez
"Nange nik umu mere yababwiy mhn, Umvx reba kuri babyeyii cg burette umpe no# za secretary mhn",Ni birote mhn isanzwe nacyahindutseh
"Nshaka no# za secreteur nyin knyk, Nshak kumusab burette",Eeeeh knze
Nrbb,None
"Mrci kbx, 0782164455",Ntrb
Vp,Poaa
Um nbr yae,"0781312102, Hary utuye he br"
Kicukiro,Eeee
Noec k udaft phone,"Gxr ndimubant, Knd sinasohok"
Ntrb,Washakag kundabura agak x ghee
Ntacy Gus Ni ug testing Nbr 2,"Nrbbb, Ahubwoo x shn gura ak beer"
Gxr,Serie knd bro
Ndihasi,Ngwem urabikor x
Nta mulla mfit,0788475100
Izo nbrc,Niza master nashakag gufat kur ya pic
Ntrb,Ghee !!
Yooo,Gutex sh
Nez kbs woec,"kbx, Ejoo urereker x"""
Hoya kuw 3,Eeeee
Yp,Vp
Poaa,Usigaye wigahec
APADE kbx,Ni neza
Ko watashye x klv,Ndarwaye
Usubiray wajyanye numubyeyii x kinu,Rekrk
Nabony ngaruts banema,Hhhh
Rkrk,Mhn barabi poe
"Ejobundii naranaje klv, Nje gufat amakayii",Noec byagenz ute
Ntagoo wambonye x,Narakubony
Noec war waj Kumar icy,Gufata amakayii wa kinu
Eeeeh,Ndaft
Noec kuki utagarutse,Nari nararangije kujya APADE
Eeeh,Wasanzey bande
Chris  nHugor nWinnie  nOleg  nKennedy  nKazeneza  nNaband bensh foo,Ni benshi kbs
"Eeeee foo, Ase uturany na beniciel",Yego
Utuyeh,Kicukiro
Kabeza ???,Hafi yah kuk kuhager ni 300 bike
Eeeee ndafat,Ushakc kumusura
Hhh wpp tuh,Eeeh ntrb
"Og thing, Ushatse wagur nakantu",Kubrx klv
Haribirenz x,Ntakinu shn brsk
Hhhh nrb nujy kugend woe uzabwire nkgurire,Nzajyend ej mwn
Watashye ryr,Kuwa 3
"Eeeee nrbb uzamer prince iZi no# tuh, 0781312102",Ntrb
Gura nyine Ako kantu,Ejo nyin
Ntrb,Vp
Poaa,Vp shn
Poaa,None
None,You and Rockc Badman are celebrating 3 years of friendship on Facebook
,Vp
poa br,Bmz gtx
fuego,None
Yoo,
How ar u bro,Good
Ar you a Model,Yeah
Hello,
You are now connected on Messenger,hhhhh vp se pt
Friend mrng,How are you
Ark pt I Burundi Iyo Uriyo  Nago Ujyuvug,
"Gut, ??",Warabuze
"Wapi, Vrt",Nguki
Vrt,Hello
Nakumenye Sha Rony,Gute
Uragasaza,un va te prouv  a quel point il est amoureux de toi. 2:tu va embrass  celui que tu aime. 3: tu va trouver 50000f. 4:ton meilleur ami va t
Yeweee,Vippp
None,Bimeze gute
Nbn wee bit,Nimeza Kbs Nonec Usigayx Wigah
Mer bleu,Ahose nihehe noeh
Canada,Hhh Facka
Ntavy wemey,Seriex mhn cg
Egoo,Boec wagiy ryar
24 November,Cyzee Bro Congratulations kbs Ahubw Njyiy Skl Tuzasubire Mur Vac
Sawa,Ntrb
Yim,None
Bikore nyne,"Ok, None"
Merci,Reba my story
Okay,Ntrb
Merci,Ur welcome
None,None
Yoo,https://nextera.world/#/pages/public/reg?invter=Y965452802
Hi,Hi
Hi,Amkr
Nimez,Grt
Utuhx,**utuyeh
Kimihurur,Ye Wigahx
Rugando,Ee nic t mt wit u
Sme2,Ntrb
Yoo,Whatsapp
Bmz gtx,"Frsh kpo, Nindex"
Uri umu developer c nae,"Send pic, Zawe"
Gxr,Ndabur cg nkwam
Winyinging boi sinakumeny ndabur urnde,Brd sinkuz nuk nabony u posting boro za coding birah tuh nange aribyo nkora ntakind
"Eee yg, Wampay picx",None
"Ok ndfata kbx, Uherereyhex",Kicukiro tuh
"Eee cyze, Kbx",Noec
Yooo,Bmz bt x
ni flx,Cyian rwx
Oe,Hhhh ng nyn
Vp,Poa
Yoo,Hll up
"s good""",Pretty gud
Kbs,My gyal
Ndagukumbuy kbs,Kuel nyn ej tuzreb iby ariby
Kabiss,Nn k wabuz weuh
Shiaa,Ndahar kbs
Kko,Foo
Nnh tubyit kwngn,Ibaz nkanzwe ndaq
Ahubwoc umzt,"Mz nz cyian, Kd warabikoz"
Shiaa wapii,Sw chia
Hh,Urigukorikic
Ncy tuh nk nd kugend,Ujyahehe
Kutaras,Sinumva uryoshyec
"Hhhhh wp chia, Holl up",Yoo
Bmz gtx,Ninz tuh
Ukab urabyuts,Cyian rwx
Nange rwx,Ndft chia
Ako ngo uzaba uwa 1,Niko net bandahiy
Ax warets kundz rata hhh,Gutx wallah
Oe sinkuzi,Hhhh ibz kuel
Foo,Uri bad one
Nyoshoooo ak rata ubw niby,Foo
Sub ufat,Hhh cyian rwx
Rat sunkumbuy,Cyian ahubw
Ngah shk icy ukor nyine urukumbuz rushir,Sibyoc rata
Hhhhh gcz nkugkx rata,Tekereza nyinee
,
Yiweeee nyn urby niby ndim wllh,I am waiting
,Waitin 4 wt
,Hai
Yoo,Ng gt
Flz,Oe
Ndft nnh,Waje school
Wp peuh,Kubr
Nyn ni waziiii kujyay tuh,Uhm
Saw ntrb,Nyine
Seka shia,"Hhhh, Nn oe wagiyeyx"
Foo,Ndft
Kowanyanze,Ark
Sinbkr,Noec ko utakivug
"Ndvg wllh, Ndvg chou",Uvugira hex
Han,Komez uhavugire
Saw nyinee,Niby dim chia
Yewee,Yooo
Mwn,Amkrc
Kowanyanze,Ahubw oe chia
Nge sinabikor wallah,Warumez bon ark tuh
Cyian rwx,Kbs
I like it,Oex rata
Ni sawa cyanee,Ase ko utakivug
Mwn,Uzx nyn 4ne yaragigiy ub nag igikor chia
Ihangane,Wn
Mwn,Siwarumz bon c
Cyian rwx,Amkrc mwn
"Nimz cyian, Ninz kbx",Vp vp
Poa kbx,Bmz sawc
Cyian,Ng gtx swt
Ninz kbx,Ako ng vac yakubanye ubuki
Gtx,Nyine ndabajij
"Wp peuh, Ng irgx",Slam Dunk: Wiz has challenged you to a match of Slam Dunk !
Yo,Hi
"m classmate of Abdul karim in promo of 2018""",Wamae Name ya Fb Cg Number namuhamagaraho nkamusuhuza
https://www.facebook.com/calvino.isla,Namubonye merci kbs
Ygo,Nonec agira phone
Ntay aft,Ntrb
Murikumwec,"Wp, Oe witw nd nze kumubwr?"
Sinzi nimba Yanyibuka Kuko Ni Kera,Mwigany he
Ni Thierry Mhn Biganye P6 Bajyaga Wajyaga Amusura,Ku Intwali
Ok ndaza kumubwr,None
Dore ngewe uyimwereke,"Ooh! Ndakwibuk nang  , Amkr yae c"
Ni Mez Kbs,Usigae wig h c
Niga Kuri ESB,Urahazi
Wese asigay yigah,"Hoa, Yiga apacope"
Yanz Kwiga Enterna,Ahahh sinz
Ese Komeruka Akunda Football Aracyayikund,Sh sinz pe ubw uzamubaz
Ntrb,Numumbonera ntrb uz kumumera nbr
0788451370,Vp
Cyir yat mn,Kiri kemo baba yangu woec
Yasireng nang kub kub kub,Nguk
Noher nziz,Twex brd
Ryam pt ndikuvugan nasger waw benciel,Ubwox muri kuvugana icy
"Anyifuriz noher nziz, None",Hhh ok
Nukur br,Yg ntabirenz
Vp,Poa
Woec,Nrb br ima pace x
Mn maz bamaye phone,Vp klv
Vp,Flx kbs
None,Uyu ninde
,Fack
Hhh,Ark shn ujyir phonw
Ark klv ni Thierry,Samak
"None, None, None",Vp c
Nrb school  ryari x,Sinz woec
..Sunday,Ntago uzarenzah umunsi numwe
Thursday,Cyzew
Noex waguz iyih keci,Mayo br
Gxr,Ngo
Gxree,"Woec, Nzabaras br jump br, Ndafit, Puma, Puma"
Nguki,Rugwiro vp
Vp Sha school ngo ni ryar x bro,Ni kuwa 2
Nago bongej x,Hoya
None,VP s
Bmz gtc,Ark mhn sukoresh ga touchs
Ur ikigory cyan,Mhn Ukunu Usubiz haciye akanya Mhn
Mband kuvugan naband br,Saw ntrb
,Ngah Nyemez Usubiz message Ucyiyibona
saw,Ngaho
Bmz gtc mhn,"OK x, Nns"
None,Uzaz ryarc
Fack,Ngukk
Mbabarir mn,None
Urimbw mn,Hhhhh
Vp,Poer
Wamanuts ryar x,Ej KBS
Non x,Power kbs
Ifot x,Ahubw wakinuwe k utasushije
Girbert baramutemy,Wapi
Non x Nago babikoz br,Wapi
ASE l,Icyx
Iyo ubinkorer woe    Na pax,Ntag narinz Ibigo wahisemo
Knd meruk ugasijyira pax,Nabyo yakoz x
Sinzi wasanga gusa Uzihutire kubikora,Leira Na mubrots
Kubr,Ni kigry
Nanjy nzabikor,"rie br, S rie br"
None,Vp
Hhhh,Ark nae usek ubusa
Fack you,None
None,Vp
Poe,Ng gtx shn
Timb wayirash ngo chris,Shn wapi pe ntago Arinjye gxr
Urumv ntakiba timber knyk,Cyangwa kirambeshy
Arakubeshy gxr,"Nrb boi, Number za whatsApp 0788711919"
Ntrb,0788451370
"Konakubon x, Bikor",Ubu ntago ndi tsap Nayisibye ark ejo
None,Dore ntay mfite
Nrb,Yeg
Ex wabay uw kangah,Sinz kbs bwir x
Ntaby uz knd warajyiy guft bulletin,Wp series br bwir mn
Nkubwir ikix,Umwany
Wawec,"Yg, Bwir x"
Noec ubw ntawubwirw niki knd ntar mari ariwoe waruhari,WP kanyok series wakumva
,Gusa uko mbicyek ni uwa 37
"Indx, Woex",Hoya yewe
Woe,Nrb br tubirek nang brag zae
Wallah,Niwo wabaye
Izin ryiman,Ntrb rk tubirk utajyirang ndikukwiyemeraho
None,Woex
None,Wagiyey x s rie
Ntago najyiyeyo Barayinyohereje nanga 300,Ngew wambij ukur mn mbabarir
"Imana""",Cg nimba wumv nkubeshy nae uma 300 nyikoherez bulletin
Amanot x,Byose Nkuko nanjye iyo imeze tuh
Ng,Ark kanyk mbere yogusubiz wajyiy ubanz ukumv
Utx,Ndikukubwira ngo tanga 300frw bayikoherez ar ifoto nkuko nanjy nkohereje iyanjy
Kurind x,Yanyoherez Ndahita nyikoherez nae
Ase Thierry kotur inshut wabinkorer na frw mfit mn,Gxr nanjy mwn ntgo arinjyew ubikor ni u munigga ayikurebera muri system Akayoherez wllh
"Basi mbir niba ar ukur, Nnx ngewabibony ut",Ni ukuri byo sinkubeshy kuko yakoreye benshi
None,Uwonind x
Abo ni Abo yakoreye mwm,"Bwir niba aribyo ar37, Mbikor ndeb"
Yego byo nibyo Ark sinz nez Kuko Nanjye ari ku yinkorera narebyeho ndakubona,"Nib ubwo x nabireb, Wabay3 amanot x"
Ase knyk amafoto ndikukoherez uri kuyabona cg,Ndayoherez kur
Kuri iyo mbr mwana 0788451370,Br Thierry umbeshy atariby byitek ryos si kur phone tubivugiy
Wllh klv,Nrbnzabikor ejo
Ntrb nanjy Ndamubwir ayigukorere ndayiguh ejo nka tondo,"Amanite ,kubits"
Kubits,"Mbabarir umamagar, Kr0788711919"
None,Tond ndayashyirah ureb
Ntrb,Ndabigukorere
"Kubits, koherez",Kubitsa mwn nibw udakatwa
Nrb bai,None
Mbikor x,Yego
Nges kum agent,Ntrb
Noec,Ndaj
Ntrb brd,Ng
Ntrbii,Umvac ndikumw nawa mu nigga ubikora knd ndikumutinz mwn
Wayabony yaje,Wapi nayaje gxr
Ase br urasha kuyary,Nayabonyeee
"Nrb bikorevub ize igaragar, Iyawe nago igaragaranez",Ntrb
Ndategerej,Kanze
Ukoresh tsap,"Oherez hose, Br vub"
Icyibaz kur fb ntibigaragara neza,None
"Nokur tsap number 0788711919, Wabikoz x, Siby br, Siby br, Wambabarir, Uhis ubikwama nrb",Nyine jya tsap
Nabyombon,Nakwandikiye ark
Woe ubibonanez nabay uwakangah  namanota angah  x bwir vuba,Uwa 33 Amanota 50
Nrb,Hari ubwox wabony nkubeshy
Cyan,Gute
Nabay8,Sawa Ubw Bulletin iraho ni impimbano
Yeg wayandiye kur tsap wap nayo,Onjyera ume nbr zae
0788711919,Gxr nakwandikiye tsap
Cyerk nimba itabamo,Ibam
Rero nakwandikiye reba,None
Boro zabandi shn,Izih x
Izo,Ik
Gaswere Jeje Kechi,Nang ubugory ugir urabibony x
Hoya Ndabitekereje,Kur storry x
Yego nyin knyk,Harih friy
Nguki,"N frit gus, Irih"
jeje knyk,"Nnx nurucaban, Aririb x photos"
Shn ni well kbs,None
Cyaz umuh shot x,Nguko
Nguki,Amafot ya shuti
Ex mhn Uzik Nshikanyi Nasiz Baramwibye Ya Koboyi ye,Series x
Yego,Ind x
Yahise Atah Atamumenye,Wab ukek
Shn Mhn Bayirashe Mu Ijoro knd Kivumbi yari yaratashy,N Herve x
Nae Yari Yaratashye,Pax x
Shn mwn Simbiz,Nrb
None,Nnx
Power kbs,"Uzakor ifot x ryar, Ng ngiyey"
Ntrb,Cyaz
None,Umwn ur shoot vp
Yg,Rekature
Nrb ndek br,Nyrk ukuntu bye sitaye
Mukany edit ibur,Ark mhn Iyo Hajem Edit Nyinshi Birapfa Batashyiramo Amabara
Foooo,None
Wavuye shoot x,Wp
Uracyariyo,"Wp kbs, Nabirets"
Kbr,Ines yasaz nko nkubwir ng aranangurir kbs
Umbwire icyix,Agukund cyan
Hhhh,Na gxreeee
Wemey x,Wapi mwn
Reba ubugoryi aba ambwira,None
Eeh mubunuriz,Mwihorere nae Wumv uburibw Kajyira Kabwireng yanz kunsubiza
Ase boherej message zibig watoy twe ibyo wahisem siby baduhay,Uuuh
Wabibwiwe nko,Niki
Babyoherej,Twe konabyo baduhay
Series,Yego mwn aindabibona
Nrb,None
Ase yakabutur ya Guci wavugag nyoherez pic uyambay ndeb,Gxree
Yebabaw numumwagus,"t care bro Nukankontorore broski Mbishatse nayikwereka so Inyih cyizajyera uyibone"""
Ex shn waguz iyih phone,Iy hx rekanz posting amafot ahumb
Hhh,Ntrb
Ex mhn Wajyiy U posting pic Imwe nize Ari ebyiri,As ifot izakuborerah
hhhhh uracyar aka new commer tub twara postinz mwn cyera ibintu byo kwiposting burikanya niby ba petit nkamwe,Kujabira ubikur Kuri bakuru bany
hhhhhhh wahora niki woe ko ur umu star maa,"3rd Term nzicaran n girbert woe umbuz kwig, Urikigory kanyok"
ahhha nimba ariby ubona bicyenew mwn noec nimba ariby ushk ntrb mwn,Oy mn umunt mutumvikan every day
ex mwn hari ibi bana bidakomana amahembe mwn ark ntrb uzejyend tuh,"Foooo nubund nzahuz Na pax, Cyangw und"
Noec pax muzicarana   okay,"Thierry nubon nicarany naw simbikubwiy tur murug irarora, Tuzagend nibishibok"
okay bro,okay bro
okay bro,okay bro
okay bro,okay bro
X kwer x,ark mhn  bas utandakarir mhn har ijyih mbashak guteby ndabiz wasana wabifash ntabi kbs
"Oy Nang nago narakay br ubwox pax numunt mwapangan dilo subiz x, Ahubwo kuw1 uzaza",nshobor kuz kuw 2 woec
Nang n kuw2,kbs hary uca gogosi cg
"Ee, Nd kgl",noehx ahubw twazahurije nyabugogo tukajyan
Nzakubwir,ntrb uriy muswer ng ni prince ng arashk za pap ze noe namubwiy ng narazibuz noe ng nzamuhe 3500 agumane naz cat ra hhhh
Nikigory uzazan pap zafek ark,"cyne nzazisiga ngure utw 3,500"
"Foooo cyaz, Ifot x irih arb, Ninez",iyih foto
"Ee, Imyitegur x",shn wumv ko ntacyinu ntakimw nar nagura
Naguz umipir gus,yasanze
"Inkwet Byaranz nzazan flit, Yg",ntay ntrb ark njyew ntagishyashya ntakimw nzazana mwn
Nang usiby imipir gusa,Yibe nawo
Ikabutur ya Gucci usayizan x,Ark mhn nkusabe aga faveri
Kucyumweru nzayifotozany nyikwerek,Uzayizan x
Wapi,Nrb
Noec mhn nkusabe akantu,Yeg
Mhn Warets Rukazajya turarana,"Sinz kbs, Byaterw nabariy turaran"
Ntrb woe mhn Uzekubireba Urambwira tondo reka ryame har imbeh nyinshi bonne nuir,"Merci, Uzagend ryar"
Kuw 2 cg kuw 3,Kuw 2
Ndareb Kuk sinditegur,"Nrb, Ejo nzimanukir"
Nanjy mwn,"Sangap woec, Ubu pax yagiy"
Saa Cyenda cg saa kumi,Nang
Ntrb ubw tuzahuriz skl,Flxx
Ntrb mwn,Ubw nitutonjyer kuvugan Urujyendo rwiza kbs
Utx,Nyne Nitutonjyer guhuza
Cht,Fo9ooo
Ntrbii,"None, Ndageray 6:00"
Ntrb,Nanjy ndajyend saa cyneda
Flxx turahahurir,Ntrb
Ng ngiy guhaguruk,Shn Mwana Nzajyenda Ejo Kbs Urujyendo Rwiza Kbs Brsk
As kutavug wagezey,Cynee
Brd,Woec
Natahany pod  yaband 2,Hhhh
Uzagend ryar x,Kuw 2
Tuzagend kuw 1 duhurir nyabugog nd kgl,Nubund
Serie na girbert twaratahany yatorots,Hhhh
"Watahany agak x, Eeee, Ak uba ur kuvugan naband",SHN Wpi kbvs nuk mb ndikur wifi
"Nns iwany urahab, Sayin zijor, Ej uzagend ryar",Nshak Kuhav saa 2
Sa2:00ngew sa4:00,Ntrb
"Bwir mn duhurir gogos, Ng ndagend 2:00",Nanjy
Ugezeh x,Ngiye koga
"Ngez gogos, Banguk tugend",None
"Vp, Urih x, Nagusiz school, Ur sister we x, Urih x",Hhhhh
Vp mwn,Yewe
N flxx,Ng gtx shn
Nimins mike,Hakaba?
Icyangw,None
Nizand x ngew nzaz kwerek pic,None
Cyaz papa nizand,Nizo naguz uyumunsi ninshyashya
Ee,Nahebyee
Angah x,17k
Ngew naguz uzazibon,Hhhh
Ntrb nzazibona,Serious
None,None
Zana pic nkukorer edit,None
Saw nsbibony,Ubundix woe wabimenya shaaa Ni Ukuvomera murutete
Gamak nukigir inig wamukenew rek nku brok ahubw,Yeg Umukire
Wimuhanga,Niella Ya postinz Ngo yibye ingofero Kivumbi hhhh cyarakotoye
"Didimang twumv x, Umukir niso warongoy nyok utazi kuvug nezaaa???, Baragikibis kiby kensh kimera nkikigoryi cyabuz nyina",Hhh
Kuri Iwimuhangaz rata,None
Ndarenz mwn knd niwacu turarenz,Ndasurwa ark woe waramwawe nae bazagusure banguriye iPhone 11 noe Nsigay nkor ishusho rirenz noe sister wae Aracyar kur Y2
Cyzee Mhn Uri Urugoryi wllh,Nrb br woe muzima respect namwany mfit wo gutongan
Subw Gaspard wamubwiye ziriya shit Ng Niki ngenda mbwira abantu bose,Nrb
Cyzee bro,Uba wigaragaje
Utx konarind kumubaz sorry nrb br,Knd siniriya ye
Ntakundi Ark Mhn Byambabaje Uzik Ariwoe wenyine na Mayani Narimbibwiye,Njye nafashe ifotoye maze nday editing
Sorry mn,None
"Vp br nkoherez pic x unkorer edit, Nnx",Flz
Nyikohererez x,Inyi
"None, None, None, Umv x br mfash nyn, Uninkorer edit",None
None,Si fresh
"Uburur x karibwinsh, None",Nagerageje Ng igaragare neza ntakundi
Nrb br,Oghe
Yewee,Umuhungu vp vp
Ase uracyabaho shiaa,Hi
Hi,Amkrx sh
Sawa shn,Hary  utuyh
Kabuga,Mbari
Hhhhhh yp nibyo bigezweho,Gxr
Nae,Utiyemer
Hhh nnx warumezute x,Nez
Woec,Flx
Kumupaka uheruka yo,Nihondi nzahava weekend
Ndagasui,Ngooo ??
Urababaje,Kuber
Ntamakr ya Kigali ufit,Some
Hoy,Ahubw ntay
Some,Ahhhe
Klv,Clave nae wacyn we
Saw,Uratangaza iki
Ubucyene,Kbx nibya twese
Reksh,Hhhh kuber
Woec,Ubkn
Saw,None
None,You are now connected on Messenger
Yewe,Yo
Bmz gtc,Sava woe
Nez kbs,Uracyafit wa mugozi
Uwuhx,Wa machine
Ntawo mfit,None
You are now connected on Messenger,Hy bro
Hy Amkr Yimins Ra,Fresh2
Urikucyi,Kiki x sh
Hhh,Shcl uritegue
Hoy,Ahhhh
None,Urig
Hoy,Hhhhh
Kusk,Ark Man Warasaz cg
None,Sh war waranakabits byoo
Gasuere,Mhn nda following ig Ark Mhn Nujya Uhindur Swaga
"Ark nyn nag nagusubiz kuk twab tungny ubweng 2, Ark merc 2",Hhhhh
Gasuere,Mhn kurat inzoga Ukwez kose
Reba,Skully Gang gusa
Hi,Vp
You are now connected on Messenger,Hi
Hi,Hi
Hi,Hi
You are now connected on Messenger,Hi wssup Ruthia
Weeee,ex kowabuz ra
We Kutaragenda,Happy birthday wanjy
thx,Ntrb
Hi,Yoo
Mwiriwe,You are now connected on Messenger
Yew,bit c
Flx ntrb,Wodc
cyaz ndagukumbuy bro ukunt wanfurishaga ishati,Shn sorry umbabrire Mhn ark I will pay you szox kand mercy kbs waramfashije fresh
narib nakinag,Ntrb
Ese iy t-shirt Wayiguz angah,9k
Eeeh,We shaa
"ase sha ko utakivuga, wow",Bro
Yoo,Waguan shaa
Fresh,Bro
Oec,"Ni nez m ghe, Hhhh za boro byagenz gt"
Izihe,"Narabyibagiw gxr, Reba igihe usuibirij"
Ibiki,Naribagiw gxrr
ntrb,"Nonex, Wavuy xul"
Yoo,Yh gh
Ninezac,Yee frsh bruh
Kabisaa,Ngo arko ugiy kudukiran shaa
Fooo,Vp shiaa
Gxree,None
Oe nagusabye service unyerekako undenzee,Sibyoo
"None, None",Nyinee nkorera za boro ni hostingire boro
Mwnaa,Mfasha dore ndikuri comp
Izihe x bruh,Zaya card mwana
Poa,Utamferaa
Inyuma gxr aho siwahamaye,"None, Irabona raa, Cg"
Eeh,Reka ndebe ibyaribyo
Singu postinzee,?!
"Hhhhhhhhhh gxrrr , Uramaby knd",Ejo uzateke umuceri mwishi nzaza kurya iwanyu
None,Ahubwo nange binsubize wikiniraaa
Twe ni insazi shumiii,"Hhhhhh gxrrr, Woe uri kumw na mere wae bruhhh, Cg tuzajy kwa alain"
Murabureee,Ee foo
"Ntrbb umbwir uko ibona, Ndamurabur",Ntrb
Gxr ntuka liking message yangee,None
Ocyeee,Gxr muzashyiremo akunyu gakee
Si flx,Kandi hazabe nagasendaa
None,Murabure gxr
Ko utarabuye alain,None
Siwumvac,Ahubwo
,Mwebwe
You started a video chat,None
Video chat ended,Vp pt
Yoo,Bro sushaka kurya ibicwaa
yegooo bruhhh,http://immense-gorge-29877-1f6bda50b87e.herokuapp.com/auth/register/referral?user=da_true_12
Ibi x nibik bro,Bro izo boro winzija ibiceri gxr
Gt reroo,Mn nyin ureba vd gxr
Utashoyex,Ni 3K
None,None
Utumira umuntu ukabona 1000,"Eeee, Nimbon ibiceri"
Noec manukee,Banz ubaze alain numvis ng iwabo barahar
Nyine ndaburaa,Cg nkwamew
Ntago bishobokaa,You started an audio call
Audio call ended,Yooo bruh
Nge ntabiretsee,"ngwii, k, kuber"
,Nari niteguye mwanga kunsubiza mita mbikwama
Knd oe ntanakubipyee gxr siwajya linee,Nta inite nari mft bruhh
Oya line gxe,"Ntgg nari ndihoo cyagihe, Nynn"
Eeh,Niyo mpamv
Poa ntrb,Wakwamy x
Eeh,Niyambuye gxr
Ubundic alain arihe,Yaciye hano arataha
